Jugador,Edad,Convocados,Partidos_Jugados,Partidos_Titular,Minutos,Goles,Amarillas,Rojas,Equipo,Posicion,Pct_Titularidad,Minutos_por_Partido,Partidos_90,Goles_p90,Amarillas_p90,Rojas_p90,Tarjetas_p90,Pct_Participacion,Pct_Titularidad_Real,Minutos_por_Convocatoria,Tarjetas_Totales,Disciplina,Impacto_Ofensivo,Confianza_CT,Jugador_Problema,Posicion_Limpia,Peso_Equipo,Rank_Impacto_Ofensivo,Rank_Confianza_CT,Rank_Pct_Titularidad_Real,Rank_Disciplina,Rank_Peso_Equipo
Vadim Rata Golotrin,,4,4,2,221,0.0,3,0,Cd Montesinos,Sin especificar,0.5,55.25,2.4555555555555557,0.0,1.2217194570135745,0.0,1.2217194570135745,1.0,0.5,55.25,3,0.013574660633484163,0.0,55.25,True,Sin especificar,0.8,151.0,187.0,37.0,24.0,50.0
Yasin El Mouhib,,3,1,0,4,0.0,0,0,Cd Montesinos,Sin especificar,0.0,4.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0,0.0,0.0,4.0,False,Sin especificar,0.19999999999999998,151.0,327.0,68.0,280.0,129.0
Yhoan Ortiz Arana,,5,5,5,450,0.0,1,0,Cd Montesinos,Sin especificar,1.0,90.0,5.0,0.0,0.2,0.0,0.2,1.0,1.0,90.0,1,0.0022222222222222222,0.0,90.0,False,Sin especificar,1.0,151.0,4.0,1.0,220.0,1.0
Chema Martínez Sánchez,24.0,15,15,15,1350,0.0,1,0,Cd Murada,Portero,1.0,90.0,15.0,0.0,0.06666666666666667,0.0,0.06666666666666667,1.0,1.0,90.0,1,0.0007407407407407407,0.0,90.0,False,Portero,1.0,151.0,4.0,1.0,279.0,1.0
Ian Rocamora Orenes,19.0,6,0,0,0,0.0,0,0,Cd Murada,Portero,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Portero,0.0,,,68.0,,135.0
Raúl Medina Aguilar,,2,0,0,0,0.0,1,0,Cd Murada,Portero,,,0.0,,,,,0.0,0.0,0.0,1,,,,False,Portero,0.0,,,68.0,,135.0
Carrillo Fenoll,22.0,13,13,13,1139,1.0,6,0,Cd Murada,Lateral Izquierdo,1.0,87.61538461538461,12.655555555555555,0.07901668129938542,0.4741000877963126,0.0,0.4741000877963126,1.0,1.0,87.61538461538461,6,0.0052677787532923615,0.5561119725287501,87.61538461538461,False,Defensa,1.0,144.0,12.0,1.0,120.0,1.0
Samuel Cases García,24.0,14,13,11,1030,0.0,5,0,Cd Murada,Central,0.8461538461538461,79.23076923076923,11.444444444444445,0.0,0.4368932038834951,0.0,0.4368932038834951,0.9285714285714286,0.7857142857142857,73.57142857142857,5,0.0048543689320388345,0.0,79.23076923076923,False,Central,0.8714285714285714,151.0,63.0,18.0,133.0,30.0
Selma Soler,,9,9,8,714,2.0,4,0,Cd Murada,Defensa,0.8888888888888888,79.33333333333333,7.933333333333334,0.25210084033613445,0.5042016806722689,0.0,0.5042016806722689,1.0,0.8888888888888888,79.33333333333333,4,0.0056022408963585435,1.6565251165561976,79.33333333333333,False,Defensa,0.9555555555555555,74.0,62.0,9.0,110.0,7.0
Campillo Olmos,22.0,12,12,10,921,3.0,6,1,Cd Murada,Medio Centro,0.8333333333333334,76.75,10.233333333333333,0.2931596091205212,0.5863192182410424,0.09771986970684039,0.7817589576547231,1.0,0.8333333333333334,76.75,8,0.008686210640608035,2.000949196296344,76.75,True,Medio Centro,0.9333333333333333,57.0,77.0,14.0,55.0,13.0
Gabriel Rodriguez Mengual,22.0,12,12,9,872,0.0,1,0,Cd Murada,Medio Centro,0.75,72.66666666666667,9.688888888888888,0.0,0.10321100917431193,0.0,0.10321100917431193,1.0,0.75,72.66666666666667,1,0.0011467889908256881,0.0,72.66666666666667,False,Medio Centro,0.9,151.0,100.0,21.0,261.0,22.0
Jorge García Ferrándiz,22.0,13,12,9,712,0.0,2,1,Cd Murada,Medio Centro,0.75,59.333333333333336,7.911111111111111,0.0,0.25280898876404495,0.12640449438202248,0.5056179775280899,0.9230769230769231,0.6923076923076923,54.76923076923077,4,0.0056179775280898875,0.0,59.333333333333336,False,Medio Centro,0.8307692307692308,151.0,170.0,25.0,109.0,44.0
José Torres Garavito,29.0,13,13,8,710,0.0,4,0,Cd Murada,Medio Centro,0.6153846153846154,54.61538461538461,7.888888888888889,0.0,0.5070422535211268,0.0,0.5070422535211268,1.0,0.6153846153846154,54.61538461538461,4,0.005633802816901409,0.0,54.61538461538461,False,Medio Centro,0.8461538461538461,151.0,192.0,29.0,108.0,38.0
Juan Santiago Sáenz,,14,11,8,633,0.0,3,0,Cd Murada,Centrocampista,0.7272727272727273,57.54545454545455,7.033333333333333,0.0,0.4265402843601896,0.0,0.4265402843601896,0.7857142857142857,0.5714285714285714,45.214285714285715,3,0.004739336492890996,0.0,57.54545454545455,False,Centrocampista,0.7,151.0,178.0,32.0,138.0,74.0
Sergio Paredes Valero,26.0,14,12,5,546,1.0,3,0,Cd Murada,Interior Derecho,0.4166666666666667,45.5,6.066666666666666,0.16483516483516483,0.4945054945054945,0.0,0.4945054945054945,0.8571428571428571,0.35714285714285715,39.0,3,0.005494505494505495,1.0388932377601492,45.5,False,Interior Derecho,0.6571428571428571,105.0,226.0,49.0,113.0,85.0
Manu Rubio Molina,24.0,13,13,11,1002,1.0,4,0,Cd Murada,Delantero Centro,0.8461538461538461,77.07692307692308,11.133333333333333,0.08982035928143713,0.3592814371257485,0.0,0.3592814371257485,1.0,0.8461538461538461,77.07692307692308,4,0.003992015968063872,0.620636522303426,77.07692307692308,False,Delantero Centro,0.9384615384615385,132.0,76.0,13.0,164.0,11.0
Oussama Merouani Taha,27.0,14,12,6,647,0.0,1,0,Cd Murada,Delantero Centro,0.5,53.916666666666664,7.188888888888889,0.0,0.1391035548686244,0.0,0.1391035548686244,0.8571428571428571,0.42857142857142855,46.214285714285715,1,0.0015455950540958269,0.0,53.916666666666664,False,Delantero Centro,0.6857142857142857,151.0,195.0,43.0,250.0,77.0
Víctor García Cascales,26.0,14,14,12,1107,4.0,6,0,Cd Murada,Delantero Centro,0.8571428571428571,79.07142857142857,12.3,0.3252032520325203,0.4878048780487805,0.0,0.4878048780487805,1.0,0.8571428571428571,79.07142857142857,6,0.005420054200542005,2.279482579742646,79.07142857142857,False,Delantero Centro,0.9428571428571428,46.0,65.0,12.0,116.0,10.0
Abel Sanchez Ros,,9,8,4,367,1.0,2,0,Cd Murada,Sin especificar,0.5,45.875,4.0777777777777775,0.2452316076294278,0.4904632152588556,0.0,0.4904632152588556,0.8888888888888888,0.4444444444444444,40.77777777777778,2,0.005449591280653951,1.4481813796319112,45.875,False,Sin especificar,0.7111111111111111,84.0,224.0,41.0,114.0,71.0
Álvaro Cutillas López,,12,11,5,342,2.0,1,0,Cd Murada,Sin especificar,0.45454545454545453,31.09090909090909,3.8,0.5263157894736842,0.2631578947368421,0.0,0.2631578947368421,0.9166666666666666,0.4166666666666667,28.5,1,0.0029239766081871343,3.070953019506634,31.09090909090909,False,Sin especificar,0.7166666666666666,33.0,278.0,44.0,197.0,69.0
Anass El Hamzaoui,,14,14,13,1122,2.0,2,0,Cd Murada,Sin especificar,0.9285714285714286,80.14285714285714,12.466666666666667,0.16042780748663102,0.16042780748663102,0.0,0.16042780748663102,1.0,0.9285714285714286,80.14285714285714,2,0.0017825311942959,1.1266633293180708,80.14285714285714,False,Sin especificar,0.9714285714285714,97.0,55.0,4.0,242.0,3.0
Diego Pacheco Cantón,,1,0,0,0,0.0,0,0,Cd Murada,Sin especificar,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Sin especificar,0.0,,,68.0,,135.0
Jero Guillén Mestre,,10,8,0,46,0.0,0,0,Cd Murada,Sin especificar,0.0,5.75,0.5111111111111111,0.0,0.0,0.0,0.0,0.8,0.0,4.6,0,0.0,0.0,5.75,False,Sin especificar,0.48,151.0,324.0,68.0,280.0,113.0
Jose Cabrera Moya,,9,8,4,279,0.0,1,0,Cd Murada,Sin especificar,0.5,34.875,3.1,0.0,0.3225806451612903,0.0,0.3225806451612903,0.8888888888888888,0.4444444444444444,31.0,1,0.0035842293906810036,0.0,34.875,False,Sin especificar,0.7111111111111111,151.0,267.0,41.0,178.0,71.0
Jose Paredes Lorente,,3,2,1,95,0.0,0,0,Cd Murada,Sin especificar,0.5,47.5,1.0555555555555556,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,31.666666666666668,0,0.0,0.0,47.5,False,Sin especificar,0.5333333333333333,151.0,214.0,50.0,280.0,106.0
Ruben Carrasco Martinez,,14,14,13,1172,2.0,8,0,Cd Murada,Sin especificar,0.9285714285714286,83.71428571428571,13.022222222222222,0.15358361774744028,0.6143344709897611,0.0,0.6143344709897611,1.0,0.9285714285714286,83.71428571428571,8,0.006825938566552901,1.085293561966427,83.71428571428571,True,Sin especificar,0.9714285714285714,101.0,35.0,4.0,75.0,3.0
Alfonso Martínez Sanjuán,,0,0,0,0,0.0,0,0,Muro Cf,Portero,,,0.0,,,,,,,,0,,,,False,Portero,,,,,,
Palopa García Frutos,29.0,7,5,5,450,0.0,1,1,Muro Cf,Portero,1.0,90.0,5.0,0.0,0.2,0.2,0.6,0.7142857142857143,0.7142857142857143,64.28571428571429,3,0.006666666666666667,0.0,90.0,False,Portero,0.7142857142857143,151.0,4.0,24.0,80.0,70.0
Samuel Samper Geada,,6,1,0,12,0.0,0,0,Muro Cf,Portero,0.0,12.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,2.0,0,0.0,0.0,12.0,False,Portero,0.09999999999999999,151.0,316.0,68.0,280.0,133.0
Saúl Sánchez Domenech,,15,10,10,888,0.0,0,0,Muro Cf,Portero,1.0,88.8,9.866666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,59.2,0,0.0,0.0,88.8,False,Portero,0.6666666666666666,151.0,7.0,26.0,280.0,83.0
Yeray Rodríguez Crespo,,1,0,0,0,0.0,0,0,Muro Cf,Portero,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Portero,0.0,,,68.0,,135.0
Brian Villacreses Insa,,5,4,3,271,0.0,0,0,Muro Cf,Defensa,0.75,67.75,3.011111111111111,0.0,0.0,0.0,0.0,0.8,0.6,54.2,0,0.0,0.0,67.75,False,Defensa,0.72,151.0,132.0,30.0,280.0,68.0
Ferri Alcaraz,29.0,9,9,7,683,0.0,4,0,Muro Cf,Lateral Izquierdo,0.7777777777777778,75.88888888888889,7.588888888888889,0.0,0.527086383601757,0.0,0.527086383601757,1.0,0.7777777777777778,75.88888888888889,4,0.005856515373352855,0.0,75.88888888888889,False,Defensa,0.9111111111111111,151.0,82.0,19.0,99.0,19.0
Joan Francés Salas,26.0,12,12,5,550,0.0,1,0,Muro Cf,Lateral Derecho,0.4166666666666667,45.833333333333336,6.111111111111111,0.0,0.16363636363636364,0.0,0.16363636363636364,1.0,0.4166666666666667,45.833333333333336,1,0.0018181818181818182,0.0,45.833333333333336,False,Defensa,0.7666666666666666,151.0,225.0,44.0,238.0,57.0
Gorka Gallego Gómez,21.0,0,0,0,0,0.0,0,0,Muro Cf,Centrocampista,,,0.0,,,,,,,,0,,,,False,Centrocampista,,,,,,
Grego Gregorio Galiana,32.0,12,12,7,626,2.0,6,0,Muro Cf,Interior Derecho,0.5833333333333334,52.166666666666664,6.955555555555556,0.28753993610223644,0.8626198083067093,0.0,0.8626198083067093,1.0,0.5833333333333334,52.166666666666664,6,0.009584664536741214,1.8515703942460349,52.166666666666664,True,Interior Derecho,0.8333333333333334,65.0,199.0,31.0,39.0,43.0
Juli Cerdà Vicente,44.0,10,10,10,805,2.0,2,0,Muro Cf,Media punta,1.0,80.5,8.944444444444445,0.2236024844720497,0.2236024844720497,0.0,0.2236024844720497,1.0,1.0,80.5,2,0.002484472049689441,1.496088956441418,80.5,False,Media punta,1.0,79.0,53.0,1.0,212.0,1.0
Nebil Ibáñez Osuna,26.0,7,7,6,508,0.0,1,0,Muro Cf,Medio Centro,0.8571428571428571,72.57142857142857,5.644444444444445,0.0,0.17716535433070865,0.0,0.17716535433070865,1.0,0.8571428571428571,72.57142857142857,1,0.001968503937007874,0.0,72.57142857142857,False,Medio Centro,0.9428571428571428,151.0,101.0,12.0,230.0,10.0
Calatayud Garrido,,15,15,11,847,3.0,1,0,Muro Cf,Delantero,0.7333333333333333,56.46666666666667,9.411111111111111,0.3187721369539551,0.10625737898465171,0.0,0.10625737898465171,1.0,0.7333333333333333,56.46666666666667,1,0.0011806375442739079,2.149066337138199,56.46666666666667,False,Delantero,0.8933333333333333,53.0,181.0,22.0,259.0,23.0
Joan Vercet Molines,,10,10,9,799,1.0,3,0,Muro Cf,Delantero,0.9,79.9,8.877777777777778,0.11264080100125155,0.3379224030037547,0.0,0.3379224030037547,1.0,0.9,79.9,3,0.0037546933667083854,0.7528191303115953,79.9,False,Delantero,0.96,121.0,57.0,8.0,173.0,6.0
Joshua Santiago Prados,30.0,14,14,4,401,4.0,3,0,Muro Cf,Delantero,0.2857142857142857,28.642857142857142,4.455555555555556,0.8977556109725685,0.6733167082294265,0.0,0.6733167082294265,1.0,0.2857142857142857,28.642857142857142,3,0.007481296758104738,5.381112503317618,28.642857142857142,True,Delantero,0.7142857142857143,6.0,282.0,52.0,66.0,70.0
Aarón Ruz García,20.0,15,15,10,768,1.0,2,0,Muro Cf,Sin especificar,0.6666666666666666,51.2,8.533333333333333,0.1171875,0.234375,0.0,0.234375,1.0,0.6666666666666666,51.2,2,0.0026041666666666665,0.7785691093532429,51.2,False,Sin especificar,0.8666666666666667,120.0,202.0,26.0,205.0,31.0
Esteban Timaran Lasso,,14,14,13,1148,6.0,6,0,Muro Cf,Sin especificar,0.9285714285714286,82.0,12.755555555555556,0.470383275261324,0.470383275261324,0.0,0.470383275261324,1.0,0.9285714285714286,82.0,6,0.005226480836236934,3.3142154629921046,82.0,False,Sin especificar,0.9714285714285714,30.0,44.0,4.0,123.0,3.0
Gabriel Cerda Sanchez,,15,15,3,505,2.0,1,0,Muro Cf,Sin especificar,0.2,33.666666666666664,5.611111111111111,0.3564356435643565,0.17821782178217824,0.0,0.17821782178217824,1.0,0.2,33.666666666666664,1,0.0019801980198019802,2.2186544896427027,33.666666666666664,False,Sin especificar,0.6799999999999999,48.0,271.0,57.0,228.0,78.0
Israel Payà Sánchez,45.0,11,9,1,225,0.0,1,0,Muro Cf,Sin especificar,0.1111111111111111,25.0,2.5,0.0,0.4,0.0,0.4,0.8181818181818182,0.09090909090909091,20.454545454545453,1,0.0044444444444444444,0.0,25.0,False,Sin especificar,0.5272727272727272,151.0,292.0,65.0,152.0,107.0
Javier Pérez Roque,,4,4,1,122,0.0,2,0,Muro Cf,Sin especificar,0.25,30.5,1.3555555555555556,0.0,1.4754098360655736,0.0,1.4754098360655736,1.0,0.25,30.5,2,0.01639344262295082,0.0,30.5,True,Sin especificar,0.7,151.0,279.0,55.0,16.0,74.0
Jhon Ochoa Silva,,14,14,13,1146,0.0,5,0,Muro Cf,Sin especificar,0.9285714285714286,81.85714285714286,12.733333333333333,0.0,0.39267015706806285,0.0,0.39267015706806285,1.0,0.9285714285714286,81.85714285714286,5,0.004363001745200698,0.0,81.85714285714286,False,Sin especificar,0.9714285714285714,151.0,45.0,4.0,154.0,3.0
Jihar Cuervo Holguin,,14,13,12,930,1.0,3,1,Muro Cf,Sin especificar,0.9230769230769231,71.53846153846153,10.333333333333334,0.0967741935483871,0.29032258064516125,0.0967741935483871,0.48387096774193544,0.9285714285714286,0.8571428571428571,66.42857142857143,5,0.005376344086021506,0.661469476078771,71.53846153846153,False,Sin especificar,0.9,129.0,108.0,12.0,117.0,22.0
Joan Galdón Sanchez,,2,1,0,5,0.0,0,0,Muro Cf,Sin especificar,0.0,5.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0,0.0,0.0,5.0,False,Sin especificar,0.3,151.0,325.0,68.0,280.0,123.0
Jonas Doumari Piatak,,1,1,0,5,0.0,0,0,Muro Cf,Sin especificar,0.0,5.0,0.05555555555555555,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0,0.0,0.0,5.0,False,Sin especificar,0.6,151.0,325.0,68.0,280.0,96.0
Jorge Rico España,,5,3,1,115,0.0,1,0,Muro Cf,Sin especificar,0.3333333333333333,38.333333333333336,1.2777777777777777,0.0,0.782608695652174,0.0,0.782608695652174,0.6,0.2,23.0,1,0.008695652173913044,0.0,38.333333333333336,True,Sin especificar,0.44,151.0,255.0,57.0,54.0,116.0
Marlon Bravo Hurtado,,14,14,14,1196,0.0,4,1,Muro Cf,Sin especificar,1.0,85.42857142857143,13.28888888888889,0.0,0.3010033444816053,0.07525083612040133,0.451505016722408,1.0,1.0,85.42857142857143,6,0.005016722408026756,0.0,85.42857142857143,False,Sin especificar,1.0,151.0,21.0,1.0,130.0,1.0
Mateo Blanco Fernández,,12,11,7,548,1.0,3,1,Muro Cf,Sin especificar,0.6363636363636364,49.81818181818182,6.088888888888889,0.1642335766423358,0.4927007299270073,0.1642335766423358,0.8211678832116789,0.9166666666666666,0.5833333333333334,45.666666666666664,5,0.009124087591240875,1.035702145666645,49.81818181818182,True,Sin especificar,0.7833333333333333,106.0,206.0,31.0,45.0,52.0
Orley Quejada Mosquera,,14,14,10,931,6.0,4,1,Muro Cf,Sin especificar,0.7142857142857143,66.5,10.344444444444445,0.5800214822771214,0.38668098818474755,0.09667024704618689,0.5800214822771214,1.0,0.7142857142857143,66.5,6,0.00644468313641246,3.965177239236967,66.5,False,Sin especificar,0.8857142857142857,20.0,137.0,24.0,85.0,26.0
Habeeb Olakunle Yusuf,,14,0,0,0,0.0,1,0,Novelda Cf,Portero,,,0.0,,,,,0.0,0.0,0.0,1,,,,False,Portero,0.0,,,68.0,,135.0
Iván Cárdenas Murillo,,1,0,0,0,0.0,0,0,Novelda Cf,Portero,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Portero,0.0,,,68.0,,135.0
Luismi Berna Valle,23.0,15,15,15,1350,0.0,2,0,Novelda Cf,Portero,1.0,90.0,15.0,0.0,0.13333333333333333,0.0,0.13333333333333333,1.0,1.0,90.0,2,0.0014814814814814814,0.0,90.0,False,Portero,1.0,151.0,4.0,1.0,252.0,1.0
Adrián Gran Gea,25.0,15,15,15,1327,1.0,1,0,Novelda Cf,Lateral Izquierdo,1.0,88.46666666666667,14.744444444444444,0.06782215523737754,0.06782215523737754,0.0,0.06782215523737754,1.0,1.0,88.46666666666667,1,0.0007535795026375283,0.4876871462621693,88.46666666666667,False,Defensa,1.0,148.0,8.0,1.0,278.0,1.0
Belda Tortosa,36.0,15,15,12,1146,4.0,4,0,Novelda Cf,Lateral Izquierdo,0.8,76.4,12.733333333333333,0.31413612565445026,0.31413612565445026,0.0,0.31413612565445026,1.0,0.8,76.4,4,0.0034904013961605585,2.212785203332362,76.4,False,Defensa,0.92,50.0,79.0,17.0,180.0,17.0
Castillo Pérez,30.0,13,8,6,494,0.0,2,0,Novelda Cf,Central,0.75,61.75,5.488888888888889,0.0,0.3643724696356275,0.0,0.3643724696356275,0.6153846153846154,0.46153846153846156,38.0,2,0.004048582995951417,0.0,61.75,False,Central,0.5538461538461539,151.0,157.0,39.0,161.0,104.0
Gabri Serrano Arronis,24.0,9,9,6,559,0.0,5,0,Novelda Cf,Lateral Izquierdo,0.6666666666666666,62.111111111111114,6.211111111111111,0.0,0.8050089445438282,0.0,0.8050089445438282,1.0,0.6666666666666666,62.111111111111114,5,0.008944543828264758,0.0,62.111111111111114,True,Defensa,0.8666666666666667,151.0,153.0,26.0,49.0,31.0
Javi Martínez Molina,23.0,9,7,4,411,0.0,1,0,Novelda Cf,Defensa,0.5714285714285714,58.714285714285715,4.566666666666666,0.0,0.21897810218978103,0.0,0.21897810218978103,0.7777777777777778,0.4444444444444444,45.666666666666664,1,0.0024330900243309003,0.0,58.714285714285715,False,Defensa,0.6444444444444445,151.0,173.0,41.0,214.0,87.0
Adrián Gisbert Peñalver,40.0,14,14,7,582,2.0,3,0,Novelda Cf,Interior Izquierdo,0.5,41.57142857142857,6.466666666666667,0.30927835051546393,0.4639175257731959,0.0,0.4639175257731959,1.0,0.5,41.57142857142857,3,0.005154639175257732,1.9690114786798263,41.57142857142857,False,Interior Izquierdo,0.8,59.0,242.0,37.0,127.0,50.0
Aitor González Hernández,,13,8,5,439,0.0,2,0,Novelda Cf,Medio Centro,0.625,54.875,4.877777777777778,0.0,0.41002277904328016,0.0,0.41002277904328016,0.6153846153846154,0.38461538461538464,33.76923076923077,2,0.004555808656036446,0.0,54.875,False,Medio Centro,0.5230769230769231,151.0,190.0,46.0,145.0,109.0
Andrés Boyer Galindo,26.0,0,0,0,0,0.0,0,0,Novelda Cf,Medio Centro,,,0.0,,,,,,,,0,,,,False,Medio Centro,,,,,,
Esteve Carbonell,24.0,12,12,11,994,0.0,3,0,Novelda Cf,Medio Centro,0.9166666666666666,82.83333333333333,11.044444444444444,0.0,0.2716297786720322,0.0,0.2716297786720322,1.0,0.9166666666666666,82.83333333333333,3,0.0030181086519114686,0.0,82.83333333333333,False,Medio Centro,0.9666666666666667,151.0,41.0,6.0,194.0,5.0
Germán Torregrosa Sepulcre,27.0,14,14,13,1113,0.0,3,0,Novelda Cf,Medio Centro,0.9285714285714286,79.5,12.366666666666667,0.0,0.2425876010781671,0.0,0.2425876010781671,1.0,0.9285714285714286,79.5,3,0.0026954177897574125,0.0,79.5,False,Medio Centro,0.9714285714285714,151.0,61.0,4.0,202.0,3.0
Henrique Mepomoceno,27.0,1,0,0,0,0.0,0,0,Novelda Cf,Interior Izquierdo,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Interior Izquierdo,0.0,,,68.0,,135.0
Iván García Díaz,,8,5,3,345,0.0,0,1,Novelda Cf,Interior Derecho,0.6,69.0,3.8333333333333335,0.0,0.0,0.2608695652173913,0.5217391304347826,0.625,0.375,43.125,2,0.005797101449275362,0.0,69.0,False,Interior Derecho,0.525,151.0,118.0,47.0,102.0,108.0
Peter Igbodor,,14,13,3,365,1.0,3,1,Novelda Cf,Centrocampista,0.23076923076923078,28.076923076923077,4.055555555555555,0.24657534246575344,0.7397260273972603,0.24657534246575344,1.2328767123287672,0.9285714285714286,0.21428571428571427,26.071428571428573,5,0.0136986301369863,1.4547692104723953,28.076923076923077,True,Centrocampista,0.6428571428571429,83.0,283.0,56.0,23.0,88.0
Cristian García Payá,25.0,15,15,15,1350,9.0,4,0,Novelda Cf,Extremo Izquierdo,1.0,90.0,15.0,0.6,0.26666666666666666,0.0,0.26666666666666666,1.0,1.0,90.0,4,0.002962962962962963,4.324715922859485,90.0,False,Extremo Izquierdo,1.0,13.0,4.0,1.0,195.0,1.0
Elio Arregoces Meza,28.0,13,13,10,959,2.0,1,0,Novelda Cf,Delantero,0.7692307692307693,73.76923076923077,10.655555555555555,0.18769551616266947,0.09384775808133473,0.0,0.09384775808133473,1.0,0.7692307692307693,73.76923076923077,1,0.0010427528675703858,1.2886969692169126,73.76923076923077,False,Delantero,0.9076923076923077,90.0,91.0,20.0,263.0,21.0
Iván Torregrosa Sepulcre,28.0,13,13,11,887,6.0,4,0,Novelda Cf,Delantero Centro,0.8461538461538461,68.23076923076923,9.855555555555556,0.6087936865839909,0.4058624577226606,0.0,0.4058624577226606,1.0,0.8461538461538461,68.23076923076923,4,0.004509582863585118,4.1323971707408935,68.23076923076923,False,Delantero Centro,0.9384615384615385,17.0,127.0,13.0,149.0,11.0
José Campos Alarcón,27.0,8,7,3,294,2.0,0,0,Novelda Cf,Delantero Centro,0.42857142857142855,42.0,3.2666666666666666,0.6122448979591837,0.0,0.0,0.0,0.875,0.375,36.75,0,0.0,3.479742714697152,42.0,False,Delantero Centro,0.675,27.0,241.0,47.0,280.0,80.0
Hugo Cioffi Palazon,,15,13,8,648,4.0,3,0,Novelda Cf,Sin especificar,0.6153846153846154,49.84615384615385,7.2,0.5555555555555556,0.41666666666666663,0.0,0.41666666666666663,0.8666666666666667,0.5333333333333333,43.2,3,0.004629629629629629,3.59660594241793,49.84615384615385,False,Sin especificar,0.7333333333333334,25.0,205.0,36.0,143.0,64.0
Iguel Torregrosa Sellés,,9,6,1,133,0.0,0,0,Novelda Cf,Sin especificar,0.16666666666666666,22.166666666666668,1.4777777777777779,0.0,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,14.777777777777779,0,0.0,0.0,22.166666666666668,False,Sin especificar,0.4444444444444444,151.0,298.0,63.0,280.0,115.0
Mora Borbalás,,13,13,13,1066,0.0,5,0,Novelda Cf,Sin especificar,1.0,82.0,11.844444444444445,0.0,0.4221388367729831,0.0,0.4221388367729831,1.0,1.0,82.0,5,0.004690431519699813,0.0,82.0,False,Sin especificar,1.0,151.0,44.0,1.0,140.0,1.0
Pablo Montes Guillén,,11,8,4,345,0.0,2,0,Novelda Cf,Sin especificar,0.5,43.125,3.8333333333333335,0.0,0.5217391304347826,0.0,0.5217391304347826,0.7272727272727273,0.36363636363636365,31.363636363636363,2,0.005797101449275362,0.0,43.125,False,Sin especificar,0.5818181818181818,151.0,234.0,48.0,102.0,98.0
Cubi Pascual Jaramillo,27.0,15,15,15,1350,0.0,1,0,Santa Pola Cf,Portero,1.0,90.0,15.0,0.0,0.06666666666666667,0.0,0.06666666666666667,1.0,1.0,90.0,1,0.0007407407407407407,0.0,90.0,False,Portero,1.0,151.0,4.0,1.0,279.0,1.0
Diego Albert Chaves,,15,0,0,0,0.0,0,0,Santa Pola Cf,Portero,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Portero,0.0,,,68.0,,135.0
Ángel Pérez Llodrà,28.0,7,7,7,565,0.0,2,1,Santa Pola Cf,Lateral Izquierdo,1.0,80.71428571428571,6.277777777777778,0.0,0.3185840707964602,0.1592920353982301,0.6371681415929203,1.0,1.0,80.71428571428571,4,0.007079646017699115,0.0,80.71428571428571,True,Defensa,1.0,151.0,52.0,1.0,70.0,1.0
Jero Rocamora García,27.0,15,12,8,777,0.0,1,0,Santa Pola Cf,Central,0.6666666666666666,64.75,8.633333333333333,0.0,0.11583011583011583,0.0,0.11583011583011583,0.8,0.5333333333333333,51.8,1,0.001287001287001287,0.0,64.75,False,Central,0.6933333333333334,151.0,142.0,36.0,256.0,75.0
José Manarel Pomares,,0,0,0,0,0.0,0,0,Santa Pola Cf,Defensa,,,0.0,,,,,,,,0,,,,False,Defensa,,,,,,
Mario Aldea Ferrándiz,24.0,14,11,4,423,0.0,4,0,Santa Pola Cf,Lateral Derecho,0.36363636363636365,38.45454545454545,4.7,0.0,0.851063829787234,0.0,0.851063829787234,0.7857142857142857,0.2857142857142857,30.214285714285715,4,0.009456264775413711,0.0,38.45454545454545,True,Defensa,0.5857142857142857,151.0,254.0,52.0,41.0,97.0
Alberto Sagarzazu Robles,30.0,13,13,11,846,0.0,0,0,Santa Pola Cf,Medio Centro,0.8461538461538461,65.07692307692308,9.4,0.0,0.0,0.0,0.0,1.0,0.8461538461538461,65.07692307692308,0,0.0,0.0,65.07692307692308,False,Medio Centro,0.9384615384615385,151.0,141.0,13.0,280.0,11.0
Candela García,23.0,14,14,11,961,0.0,5,0,Santa Pola Cf,Centrocampista,0.7857142857142857,68.64285714285714,10.677777777777777,0.0,0.4682622268470344,0.0,0.4682622268470344,1.0,0.7857142857142857,68.64285714285714,5,0.005202913631633715,0.0,68.64285714285714,False,Centrocampista,0.9142857142857143,151.0,121.0,18.0,125.0,18.0
